,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Grande Região (Código),Brasil e Grande Região,Variável (Código),Variável,Trimestre (Código),Trimestre
1,1,Brasil,2,%,13.9,1,Brasil,4118,"Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
2,1,Brasil,2,%,0.9,1,Brasil,4119,"Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
3,1,Brasil,1722,Ponto percentual,-0.5,1,Brasil,9376,"Variação em relação ao trimestre anterior - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
4,1,Brasil,1694,Nenhuma,Z,1,Brasil,9379,"Situação da Variação em relação ao trimestre anterior - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
5,1,Brasil,1722,Ponto percentual,-1.8,1,Brasil,9380,"Variação em relação ao mesmo trimestre do ano anterior - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
6,1,Brasil,1694,Nenhuma,Z,1,Brasil,9383,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
7,2,Grande Região,2,%,16.1,1,Norte,4118,"Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
8,2,Grande Região,2,%,2.6,1,Norte,4119,"Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
9,2,Grande Região,1722,Ponto percentual,-0.9,1,Norte,9376,"Variação em relação ao trimestre anterior - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
10,2,Grande Região,1694,Nenhuma,A,1,Norte,9379,"Situação da Variação em relação ao trimestre anterior - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
11,2,Grande Região,1722,Ponto percentual,-1.3,1,Norte,9380,"Variação em relação ao mesmo trimestre do ano anterior - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
12,2,Grande Região,1694,Nenhuma,Z,1,Norte,9383,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
13,2,Grande Região,2,%,23.6,2,Nordeste,4118,"Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
14,2,Grande Região,2,%,1.1,2,Nordeste,4119,"Coeficiente de variação - Taxa composta de subutilização da força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
