,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Variável (Código),Variável,Trimestre Móvel (Código),Trimestre Móvel
1,1,Brasil,2,%,38.3,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201512,out-nov-dez 2015
2,1,Brasil,2,%,38.1,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201601,nov-dez-jan 2016
3,1,Brasil,2,%,38.3,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201602,dez-jan-fev 2016
4,1,Brasil,2,%,38.3,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201603,jan-fev-mar 2016
5,1,Brasil,2,%,38.5,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201604,fev-mar-abr 2016
6,1,Brasil,2,%,38.7,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201605,mar-abr-mai 2016
7,1,Brasil,2,%,38.7,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201606,abr-mai-jun 2016
8,1,Brasil,2,%,38.7,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201607,mai-jun-jul 2016
9,1,Brasil,2,%,38.5,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201608,jun-jul-ago 2016
10,1,Brasil,2,%,38.4,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201609,jul-ago-set 2016
11,1,Brasil,2,%,38.5,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201610,ago-set-out 2016
12,1,Brasil,2,%,38.7,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201611,set-out-nov 2016
13,1,Brasil,2,%,39.1,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201612,out-nov-dez 2016
14,1,Brasil,2,%,39.2,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201701,nov-dez-jan 2017
15,1,Brasil,2,%,39.3,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201702,dez-jan-fev 2017
16,1,Brasil,2,%,39.3,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201703,jan-fev-mar 2017
17,1,Brasil,2,%,39.5,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201704,fev-mar-abr 2017
18,1,Brasil,2,%,39.7,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201705,mar-abr-mai 2017
19,1,Brasil,2,%,39.8,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201706,abr-mai-jun 2017
20,1,Brasil,2,%,39.9,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201707,mai-jun-jul 2017
21,1,Brasil,2,%,40.0,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201708,jun-jul-ago 2017
22,1,Brasil,2,%,40.2,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201709,jul-ago-set 2017
23,1,Brasil,2,%,40.2,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201710,ago-set-out 2017
24,1,Brasil,2,%,40.3,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201711,set-out-nov 2017
25,1,Brasil,2,%,40.3,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201712,out-nov-dez 2017
26,1,Brasil,2,%,40.3,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201801,nov-dez-jan 2018
27,1,Brasil,2,%,40.3,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201802,dez-jan-fev 2018
28,1,Brasil,2,%,40.2,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201803,jan-fev-mar 2018
29,1,Brasil,2,%,40.4,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201804,fev-mar-abr 2018
