,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Grande Região (Código),Brasil e Grande Região,Variável (Código),Variável,Trimestre (Código),Trimestre
1,1,Brasil,2,%,58.7,1,Brasil,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
2,1,Brasil,2,%,0.2,1,Brasil,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
3,1,Brasil,1722,Ponto percentual,0.0,1,Brasil,9390,"Variação em relação ao trimestre anterior - Nível de ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
4,1,Brasil,1694,Nenhuma,A,1,Brasil,9126,"Situação da Variação em relação ao trimestre anterior - Nível de ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
5,1,Brasil,1722,Ponto percentual,0.3,1,Brasil,9393,"Variação em relação ao mesmo trimestre do ano anterior - Nível de ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
6,1,Brasil,1694,Nenhuma,Z,1,Brasil,9127,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Nível de ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
7,2,Grande Região,2,%,57.1,1,Norte,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
8,2,Grande Região,2,%,0.6,1,Norte,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
9,2,Grande Região,1722,Ponto percentual,0.3,1,Norte,9390,"Variação em relação ao trimestre anterior - Nível de ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
10,2,Grande Região,1694,Nenhuma,A,1,Norte,9126,"Situação da Variação em relação ao trimestre anterior - Nível de ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
11,2,Grande Região,1722,Ponto percentual,0.5,1,Norte,9393,"Variação em relação ao mesmo trimestre do ano anterior - Nível de ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
12,2,Grande Região,1694,Nenhuma,A,1,Norte,9127,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Nível de ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
13,2,Grande Região,2,%,50.5,2,Nordeste,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
14,2,Grande Região,2,%,0.5,2,Nordeste,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
15,2,Grande Região,1722,Ponto percentual,0.5,2,Nordeste,9390,"Variação em relação ao trimestre anterior - Nível de ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
16,2,Grande Região,1694,Nenhuma,Z,2,Nordeste,9126,"Situação da Variação em relação ao trimestre anterior - Nível de ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
17,2,Grande Região,1722,Ponto percentual,0.6,2,Nordeste,9393,"Variação em relação ao mesmo trimestre do ano anterior - Nível de ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
18,2,Grande Região,1694,Nenhuma,Z,2,Nordeste,9127,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Nível de ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
19,2,Grande Região,2,%,61.4,3,Sudeste,4097,"Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
20,2,Grande Região,2,%,0.4,3,Sudeste,4101,"Coeficiente de variação - Nível da ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
21,2,Grande Região,1722,Ponto percentual,-0.5,3,Sudeste,9390,"Variação em relação ao trimestre anterior - Nível de ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
22,2,Grande Região,1694,Nenhuma,Z,3,Sudeste,9126,"Situação da Variação em relação ao trimestre anterior - Nível de ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
23,2,Grande Região,1722,Ponto percentual,0.3,3,Sudeste,9393,"Variação em relação ao mesmo trimestre do ano anterior - Nível de ocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
