,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Grande Região (Código),Brasil e Grande Região,Variável (Código),Variável,Trimestre (Código),Trimestre,Grupamento ocupacional no trabalho principal - PNADC (Código),Grupamento ocupacional no trabalho principal - PNADC
1,1,Brasil,1572,Mil pessoas,102433,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025,33356,Total
2,1,Brasil,1572,Mil pessoas,3685,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025,33370,Diretores e gerentes
3,1,Brasil,1572,Mil pessoas,13649,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025,33371,Profissionais das ciências e intelectuais
4,1,Brasil,1572,Mil pessoas,9241,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025,33372,Técnicos e profissionais de nível médio
5,1,Brasil,1572,Mil pessoas,8594,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025,33373,Trabalhadores de apoio administrativo
6,1,Brasil,1572,Mil pessoas,22358,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025,33374,"Trabalhadores dos serviços, vendedores dos comércios e mercados"
7,1,Brasil,1572,Mil pessoas,4973,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025,33375,"Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca"
8,1,Brasil,1572,Mil pessoas,13446,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025,33376,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios"
9,1,Brasil,1572,Mil pessoas,9761,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025,33377,Operadores de instalações e máquinas e montadores
10,1,Brasil,1572,Mil pessoas,15895,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025,33378,Ocupações elementares
11,1,Brasil,1572,Mil pessoas,819,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025,33379,"Membros das forças armadas, policiais e bombeiros militares"
12,1,Brasil,1572,Mil pessoas,12,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025,33380,Ocupações mal definidas
13,1,Brasil,2,%,0.2,1,Brasil,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025,33356,Total
