,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Grande Região (Código),Brasil e Grande Região,Variável (Código),Variável,Trimestre (Código),Trimestre,Grupo de idade (Código),Grupo de idade
1,1,Brasil,1574,Horas,39.1,1,Brasil,8186,Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,95253,Total
2,1,Brasil,1574,Horas,26.9,1,Brasil,8186,Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,114535,14 a 17 anos
3,1,Brasil,1574,Horas,38.5,1,Brasil,8186,Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,100052,18 a 24 anos
4,1,Brasil,1574,Horas,40.1,1,Brasil,8186,Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,108875,25 a 39 anos
5,1,Brasil,1574,Horas,39.5,1,Brasil,8186,Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,99127,40 a 59 anos
6,1,Brasil,1574,Horas,36.1,1,Brasil,8186,Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,3302,60 anos ou mais
7,1,Brasil,2,%,0.1,1,Brasil,8187,Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,95253,Total
8,1,Brasil,2,%,1.1,1,Brasil,8187,Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,114535,14 a 17 anos
9,1,Brasil,2,%,0.2,1,Brasil,8187,Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,100052,18 a 24 anos
10,1,Brasil,2,%,0.1,1,Brasil,8187,Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,108875,25 a 39 anos
11,1,Brasil,2,%,0.1,1,Brasil,8187,Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,99127,40 a 59 anos
12,1,Brasil,2,%,0.4,1,Brasil,8187,Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,3302,60 anos ou mais
13,1,Brasil,1574,Horas,38.1,1,Brasil,8188,Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,95253,Total
14,1,Brasil,1574,Horas,26.4,1,Brasil,8188,Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,114535,14 a 17 anos
15,1,Brasil,1574,Horas,37.9,1,Brasil,8188,Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,100052,18 a 24 anos
16,1,Brasil,1574,Horas,39.1,1,Brasil,8188,Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,108875,25 a 39 anos
17,1,Brasil,1574,Horas,38.4,1,Brasil,8188,Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,99127,40 a 59 anos
18,1,Brasil,1574,Horas,34.8,1,Brasil,8188,Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,3302,60 anos ou mais
19,1,Brasil,2,%,0.1,1,Brasil,8189,Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,95253,Total
20,1,Brasil,2,%,1.2,1,Brasil,8189,Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,114535,14 a 17 anos
21,1,Brasil,2,%,0.3,1,Brasil,8189,Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,100052,18 a 24 anos
22,1,Brasil,2,%,0.2,1,Brasil,8189,Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,108875,25 a 39 anos
23,1,Brasil,2,%,0.2,1,Brasil,8189,Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,99127,40 a 59 anos
24,1,Brasil,2,%,0.4,1,Brasil,8189,Coeficiente de variação - Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,3302,60 anos ou mais
25,1,Brasil,1574,Horas,39.8,1,Brasil,8190,Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,95253,Total
26,1,Brasil,1574,Horas,27.0,1,Brasil,8190,Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,114535,14 a 17 anos
27,1,Brasil,1574,Horas,38.9,1,Brasil,8190,Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,100052,18 a 24 anos
28,1,Brasil,1574,Horas,40.7,1,Brasil,8190,Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,108875,25 a 39 anos
29,1,Brasil,1574,Horas,40.2,1,Brasil,8190,Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,99127,40 a 59 anos
30,1,Brasil,1574,Horas,36.5,1,Brasil,8190,Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,3302,60 anos ou mais
31,1,Brasil,2,%,0.1,1,Brasil,8191,Coeficiente de variação - Média de horas habitualmente trabalhadas por semana em todos trabalhos das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,95253,Total
