,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Grande Região (Código),Brasil e Grande Região,Variável (Código),Variável,Trimestre (Código),Trimestre,Posição na ocupação (Código),Posição na ocupação
1,1,Brasil,1574,Horas,39.1,1,Brasil,8186,Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,120443,Total
2,1,Brasil,1574,Horas,39.6,1,Brasil,8186,Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,35423,Empregado
3,1,Brasil,1574,Horas,37.5,1,Brasil,8186,Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,35426,Empregador
4,1,Brasil,1574,Horas,44.7,1,Brasil,8186,Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,98272,Conta própria
5,1,Brasil,1574,Horas,28.3,1,Brasil,8186,Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,40089,Trabalhador familiar auxiliar
6,1,Brasil,2,%,0.1,1,Brasil,8187,Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,120443,Total
7,1,Brasil,2,%,0.1,1,Brasil,8187,Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,35423,Empregado
8,1,Brasil,2,%,0.2,1,Brasil,8187,Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,35426,Empregador
9,1,Brasil,2,%,0.4,1,Brasil,8187,Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,98272,Conta própria
10,1,Brasil,2,%,1.3,1,Brasil,8187,Coeficiente de variação - Média de horas habitualmente trabalhadas por semana no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,40089,Trabalhador familiar auxiliar
11,1,Brasil,1574,Horas,38.1,1,Brasil,8188,Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,120443,Total
12,1,Brasil,1574,Horas,38.5,1,Brasil,8188,Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,35423,Empregado
13,1,Brasil,1574,Horas,36.6,1,Brasil,8188,Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,35426,Empregador
14,1,Brasil,1574,Horas,44.3,1,Brasil,8188,Média de horas efetivamente trabalhadas na semana de referência no trabalho principal das pessoas de 14 anos ou mais de idade,202503,3º trimestre 2025,98272,Conta própria
