,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Grande Região (Código),Brasil e Grande Região,Variável (Código),Variável,Trimestre (Código),Trimestre
1,1,Brasil,2,%,62.2,1,Brasil,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
2,1,Brasil,2,%,0.2,1,Brasil,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
3,1,Brasil,1722,Ponto percentual,-0.2,1,Brasil,9384,"Variação em relação ao trimestre anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
4,1,Brasil,1694,Nenhuma,A,1,Brasil,9124,"Situação da Variação em relação ao trimestre anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
5,1,Brasil,1722,Ponto percentual,-0.1,1,Brasil,9387,"Variação em relação ao mesmo trimestre do ano anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
6,1,Brasil,1694,Nenhuma,A,1,Brasil,9125,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
7,2,Grande Região,2,%,60.8,1,Norte,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
8,2,Grande Região,2,%,0.5,1,Norte,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
9,2,Grande Região,1722,Ponto percentual,0.1,1,Norte,9384,"Variação em relação ao trimestre anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
10,2,Grande Região,1694,Nenhuma,A,1,Norte,9124,"Situação da Variação em relação ao trimestre anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
11,2,Grande Região,1722,Ponto percentual,0.3,1,Norte,9387,"Variação em relação ao mesmo trimestre do ano anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
12,2,Grande Região,1694,Nenhuma,A,1,Norte,9125,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
13,2,Grande Região,2,%,54.8,2,Nordeste,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
14,2,Grande Região,2,%,0.4,2,Nordeste,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
15,2,Grande Região,1722,Ponto percentual,0.3,2,Nordeste,9384,"Variação em relação ao trimestre anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
16,2,Grande Região,1694,Nenhuma,A,2,Nordeste,9124,"Situação da Variação em relação ao trimestre anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
17,2,Grande Região,1722,Ponto percentual,0.2,2,Nordeste,9387,"Variação em relação ao mesmo trimestre do ano anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
18,2,Grande Região,1694,Nenhuma,A,2,Nordeste,9125,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
19,2,Grande Região,2,%,64.8,3,Sudeste,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
20,2,Grande Região,2,%,0.3,3,Sudeste,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
21,2,Grande Região,1722,Ponto percentual,-0.6,3,Sudeste,9384,"Variação em relação ao trimestre anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
22,2,Grande Região,1694,Nenhuma,Z,3,Sudeste,9124,"Situação da Variação em relação ao trimestre anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
23,2,Grande Região,1722,Ponto percentual,-0.3,3,Sudeste,9387,"Variação em relação ao mesmo trimestre do ano anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
24,2,Grande Região,1694,Nenhuma,A,3,Sudeste,9125,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
25,2,Grande Região,2,%,66.3,4,Sul,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
26,2,Grande Região,2,%,0.4,4,Sul,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
27,2,Grande Região,1722,Ponto percentual,0.1,4,Sul,9384,"Variação em relação ao trimestre anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
28,2,Grande Região,1694,Nenhuma,A,4,Sul,9124,"Situação da Variação em relação ao trimestre anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
29,2,Grande Região,1722,Ponto percentual,-0.1,4,Sul,9387,"Variação em relação ao mesmo trimestre do ano anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
30,2,Grande Região,1694,Nenhuma,A,4,Sul,9125,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
31,2,Grande Região,2,%,66.9,5,Centro-Oeste,4096,"Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
32,2,Grande Região,2,%,0.5,5,Centro-Oeste,4100,"Coeficiente de variação - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
33,2,Grande Região,1722,Ponto percentual,-0.5,5,Centro-Oeste,9384,"Variação em relação ao trimestre anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
34,2,Grande Região,1694,Nenhuma,A,5,Centro-Oeste,9124,"Situação da Variação em relação ao trimestre anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
35,2,Grande Região,1722,Ponto percentual,-1.0,5,Centro-Oeste,9387,"Variação em relação ao mesmo trimestre do ano anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
36,2,Grande Região,1694,Nenhuma,Z,5,Centro-Oeste,9125,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa de participação na força de trabalho, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
37,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Grande Região (Código),Brasil e Grande Região,Variável (Código),Variável,Trimestre (Código),Trimestre
