,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Variável (Código),Variável,Trimestre Móvel (Código),Trimestre Móvel,Contribuição para instituto de previdência em qualquer trabalho (Código),Contribuição para instituto de previdência em qualquer trabalho
1,1,Brasil,1572,Mil pessoas,87713,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201203,jan-fev-mar 2012,31295,Total
2,1,Brasil,1572,Mil pessoas,54443,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201203,jan-fev-mar 2012,99157,Contribuintes
3,1,Brasil,1572,Mil pessoas,88535,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201204,fev-mar-abr 2012,31295,Total
4,1,Brasil,1572,Mil pessoas,54913,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201204,fev-mar-abr 2012,99157,Contribuintes
5,1,Brasil,1572,Mil pessoas,89059,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201205,mar-abr-mai 2012,31295,Total
6,1,Brasil,1572,Mil pessoas,55107,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201205,mar-abr-mai 2012,99157,Contribuintes
7,1,Brasil,1572,Mil pessoas,89318,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201206,abr-mai-jun 2012,31295,Total
8,1,Brasil,1572,Mil pessoas,55372,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201206,abr-mai-jun 2012,99157,Contribuintes
9,1,Brasil,1572,Mil pessoas,89445,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201207,mai-jun-jul 2012,31295,Total
10,1,Brasil,1572,Mil pessoas,55645,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201207,mai-jun-jul 2012,99157,Contribuintes
11,1,Brasil,1572,Mil pessoas,89732,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201208,jun-jul-ago 2012,31295,Total
12,1,Brasil,1572,Mil pessoas,55958,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201208,jun-jul-ago 2012,99157,Contribuintes
13,1,Brasil,1572,Mil pessoas,89958,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201209,jul-ago-set 2012,31295,Total
14,1,Brasil,1572,Mil pessoas,56169,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201209,jul-ago-set 2012,99157,Contribuintes
15,1,Brasil,1572,Mil pessoas,90099,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201210,ago-set-out 2012,31295,Total
16,1,Brasil,1572,Mil pessoas,56263,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201210,ago-set-out 2012,99157,Contribuintes
17,1,Brasil,1572,Mil pessoas,90178,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201211,set-out-nov 2012,31295,Total
