,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Variável (Código),Variável,Trimestre Móvel (Código),Trimestre Móvel,Condição em relação à força de trabalho e condição de ocupação (Código),Condição em relação à força de trabalho e condição de ocupação
1,1,Brasil,1572,Mil pessoas,153031,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201203,jan-fev-mar 2012,32385,Total
2,1,Brasil,1572,Mil pessoas,95327,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201203,jan-fev-mar 2012,32386,Força de trabalho
3,1,Brasil,1572,Mil pessoas,87713,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201203,jan-fev-mar 2012,32387,Força de trabalho - ocupada
4,1,Brasil,1572,Mil pessoas,7613,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201203,jan-fev-mar 2012,32446,Força de trabalho - desocupada
5,1,Brasil,1572,Mil pessoas,57704,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201203,jan-fev-mar 2012,32447,Fora da força de trabalho
6,1,Brasil,1572,Mil pessoas,153203,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201204,fev-mar-abr 2012,32385,Total
7,1,Brasil,1572,Mil pessoas,96029,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201204,fev-mar-abr 2012,32386,Força de trabalho
8,1,Brasil,1572,Mil pessoas,88535,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201204,fev-mar-abr 2012,32387,Força de trabalho - ocupada
9,1,Brasil,1572,Mil pessoas,7493,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201204,fev-mar-abr 2012,32446,Força de trabalho - desocupada
10,1,Brasil,1572,Mil pessoas,57174,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201204,fev-mar-abr 2012,32447,Fora da força de trabalho
11,1,Brasil,1572,Mil pessoas,153386,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201205,mar-abr-mai 2012,32385,Total
12,1,Brasil,1572,Mil pessoas,96461,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201205,mar-abr-mai 2012,32386,Força de trabalho
13,1,Brasil,1572,Mil pessoas,89059,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201205,mar-abr-mai 2012,32387,Força de trabalho - ocupada
14,1,Brasil,1572,Mil pessoas,7403,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201205,mar-abr-mai 2012,32446,Força de trabalho - desocupada
15,1,Brasil,1572,Mil pessoas,56925,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201205,mar-abr-mai 2012,32447,Fora da força de trabalho
16,1,Brasil,1572,Mil pessoas,153563,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201206,abr-mai-jun 2012,32385,Total
17,1,Brasil,1572,Mil pessoas,96637,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201206,abr-mai-jun 2012,32386,Força de trabalho
18,1,Brasil,1572,Mil pessoas,89318,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201206,abr-mai-jun 2012,32387,Força de trabalho - ocupada
19,1,Brasil,1572,Mil pessoas,7319,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201206,abr-mai-jun 2012,32446,Força de trabalho - desocupada
20,1,Brasil,1572,Mil pessoas,56926,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201206,abr-mai-jun 2012,32447,Fora da força de trabalho
21,1,Brasil,1572,Mil pessoas,153746,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201207,mai-jun-jul 2012,32385,Total
22,1,Brasil,1572,Mil pessoas,96691,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201207,mai-jun-jul 2012,32386,Força de trabalho
23,1,Brasil,1572,Mil pessoas,89445,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201207,mai-jun-jul 2012,32387,Força de trabalho - ocupada
24,1,Brasil,1572,Mil pessoas,7245,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201207,mai-jun-jul 2012,32446,Força de trabalho - desocupada
25,1,Brasil,1572,Mil pessoas,57055,1,Brasil,1641,Pessoas de 14 anos ou mais de idade,201207,mai-jun-jul 2012,32447,Fora da força de trabalho
