,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Variável (Código),Variável,Trimestre Móvel (Código),Trimestre Móvel
1,1,Brasil,2,%,5.0,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201203,jan-fev-mar 2012
2,1,Brasil,2,%,4.9,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201204,fev-mar-abr 2012
3,1,Brasil,2,%,4.8,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201205,mar-abr-mai 2012
4,1,Brasil,2,%,4.8,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201206,abr-mai-jun 2012
5,1,Brasil,2,%,4.7,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201207,mai-jun-jul 2012
6,1,Brasil,2,%,4.6,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201208,jun-jul-ago 2012
7,1,Brasil,2,%,4.5,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201209,jul-ago-set 2012
8,1,Brasil,2,%,4.4,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201210,ago-set-out 2012
9,1,Brasil,2,%,4.3,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201211,set-out-nov 2012
10,1,Brasil,2,%,4.3,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201212,out-nov-dez 2012
11,1,Brasil,2,%,4.5,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201301,nov-dez-jan 2013
12,1,Brasil,2,%,4.9,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201302,dez-jan-fev 2013
13,1,Brasil,2,%,5.0,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201303,jan-fev-mar 2013
14,1,Brasil,2,%,5.0,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201304,fev-mar-abr 2013
15,1,Brasil,2,%,4.8,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201305,mar-abr-mai 2013
16,1,Brasil,2,%,4.7,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201306,abr-mai-jun 2013
17,1,Brasil,2,%,4.6,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201307,mai-jun-jul 2013
18,1,Brasil,2,%,4.5,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201308,jun-jul-ago 2013
19,1,Brasil,2,%,4.4,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201309,jul-ago-set 2013
20,1,Brasil,2,%,4.2,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201310,ago-set-out 2013
21,1,Brasil,2,%,4.1,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201311,set-out-nov 2013
22,1,Brasil,2,%,3.9,1,Brasil,4098,"Nível da desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade",201312,out-nov-dez 2013
