,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Grande Região (Código),Brasil e Grande Região,Variável (Código),Variável,Trimestre (Código),Trimestre,Grupamento ocupacional no trabalho principal - PNADC (Código),Grupamento ocupacional no trabalho principal - PNADC
1,1,Brasil,38,Reais,3406,1,Brasil,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33356,Total
2,1,Brasil,38,Reais,9346,1,Brasil,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33370,Diretores e gerentes
3,1,Brasil,38,Reais,6770,1,Brasil,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33371,Profissionais das ciências e intelectuais
4,1,Brasil,38,Reais,4361,1,Brasil,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33372,Técnicos e profissionais de nível médio
5,1,Brasil,38,Reais,2582,1,Brasil,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33373,Trabalhadores de apoio administrativo
6,1,Brasil,38,Reais,2455,1,Brasil,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33374,"Trabalhadores dos serviços, vendedores dos comércios e mercados"
7,1,Brasil,38,Reais,2373,1,Brasil,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33375,"Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca"
8,1,Brasil,38,Reais,2565,1,Brasil,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33376,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios"
9,1,Brasil,38,Reais,2729,1,Brasil,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33377,Operadores de instalações e máquinas e montadores
10,1,Brasil,38,Reais,1554,1,Brasil,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33378,Ocupações elementares
11,1,Brasil,38,Reais,6888,1,Brasil,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33379,"Membros das forças armadas, policiais e bombeiros militares"
12,1,Brasil,38,Reais,4835,1,Brasil,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33380,Ocupações mal definidas
13,1,Brasil,2,%,0.8,1,Brasil,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33356,Total
14,1,Brasil,2,%,3.1,1,Brasil,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33370,Diretores e gerentes
15,1,Brasil,2,%,1.3,1,Brasil,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33371,Profissionais das ciências e intelectuais
16,1,Brasil,2,%,1.5,1,Brasil,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33372,Técnicos e profissionais de nível médio
17,1,Brasil,2,%,0.9,1,Brasil,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33373,Trabalhadores de apoio administrativo
18,1,Brasil,2,%,0.9,1,Brasil,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33374,"Trabalhadores dos serviços, vendedores dos comércios e mercados"
19,1,Brasil,2,%,2.2,1,Brasil,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33375,"Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca"
20,1,Brasil,2,%,0.9,1,Brasil,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33376,"Trabalhadores qualificados, operários e artesões da construção, das artes mecânicas e outros ofícios"
21,1,Brasil,2,%,0.7,1,Brasil,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33377,Operadores de instalações e máquinas e montadores
22,1,Brasil,2,%,0.5,1,Brasil,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33378,Ocupações elementares
23,1,Brasil,2,%,2.3,1,Brasil,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33379,"Membros das forças armadas, policiais e bombeiros militares"
24,1,Brasil,2,%,42.6,1,Brasil,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,33380,Ocupações mal definidas
25,1,Brasil,38,Reais,3443,1,Brasil,5934,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,33356,Total
26,1,Brasil,38,Reais,9529,1,Brasil,5934,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,33370,Diretores e gerentes
27,1,Brasil,38,Reais,6939,1,Brasil,5934,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,33371,Profissionais das ciências e intelectuais
28,1,Brasil,38,Reais,4436,1,Brasil,5934,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,33372,Técnicos e profissionais de nível médio
29,1,Brasil,38,Reais,2642,1,Brasil,5934,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,33373,Trabalhadores de apoio administrativo
30,1,Brasil,38,Reais,2461,1,Brasil,5934,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, efetivamente recebido no trabalho principal",202503,3º trimestre 2025,33374,"Trabalhadores dos serviços, vendedores dos comércios e mercados"
