,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Grande Região (Código),Brasil e Grande Região,Variável (Código),Variável,Trimestre (Código),Trimestre,Sexo (Código),Sexo
1,1,Brasil,38,Reais,3406,1,Brasil,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,6794,Total
2,1,Brasil,38,Reais,3735,1,Brasil,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,4,Homens
3,1,Brasil,38,Reais,2973,1,Brasil,5932,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,5,Mulheres
4,1,Brasil,2,%,0.8,1,Brasil,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,6794,Total
5,1,Brasil,2,%,1.0,1,Brasil,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,4,Homens
6,1,Brasil,2,%,0.8,1,Brasil,5940,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",202503,3º trimestre 2025,5,Mulheres
7,1,Brasil,38,Reais,3507,1,Brasil,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025,6794,Total
8,1,Brasil,38,Reais,3844,1,Brasil,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025,4,Homens
9,1,Brasil,38,Reais,3061,1,Brasil,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025,5,Mulheres
10,1,Brasil,2,%,0.8,1,Brasil,5941,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025,6794,Total
11,1,Brasil,2,%,1.0,1,Brasil,5941,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025,4,Homens
12,1,Brasil,2,%,0.8,1,Brasil,5941,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025,5,Mulheres
