,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Grande Região (Código),Brasil e Grande Região,Variável (Código),Variável,Trimestre (Código),Trimestre
1,1,Brasil,38,Reais,3507,1,Brasil,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
2,1,Brasil,2,%,0.8,1,Brasil,5941,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
3,1,Brasil,2,%,0.3,1,Brasil,9142,"Variação percentual em relação ao trimestre anterior - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
4,1,Brasil,1722,Ponto percentual,10,1,Brasil,9143,"Variação absoluta em relação ao trimestre anterior - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
5,1,Brasil,1694,Nenhuma,A,1,Brasil,9146,"Situação da Variação em relação ao trimestre anterior - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
6,1,Brasil,2,%,4.0,1,Brasil,9147,"Variação percentual em relação ao mesmo trimestre do ano anterior - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
7,1,Brasil,1722,Ponto percentual,133,1,Brasil,9148,"Variação absoluta em relação ao mesmo trimestre do ano anterior - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
8,1,Brasil,1694,Nenhuma,Z,1,Brasil,9151,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
9,1,Brasil,38,Reais,3507,1,Brasil,5929,"Rendimento médio mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
10,1,Brasil,2,%,0.8,1,Brasil,5937,"Coeficiente de variação - Rendimento médio mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
11,1,Brasil,2,%,0.9,1,Brasil,9132,"Variação percentual em relação ao trimestre anterior - Rendimento médio mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
12,1,Brasil,1722,Ponto percentual,30,1,Brasil,9133,"Variação absoluta em relação ao trimestre anterior - Rendimento médio mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
13,1,Brasil,1694,Nenhuma,A,1,Brasil,9136,"Situação da Variação em relação ao trimestre anterior - Rendimento médio mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
14,1,Brasil,2,%,9.3,1,Brasil,9137,"Variação percentual em relação ao mesmo trimestre do ano anterior - Rendimento médio mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
15,1,Brasil,1722,Ponto percentual,299,1,Brasil,9138,"Variação absoluta em relação ao mesmo trimestre do ano anterior - Rendimento médio mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
16,1,Brasil,1694,Nenhuma,Z,1,Brasil,9141,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Rendimento médio mensal nominal das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
17,2,Grande Região,38,Reais,2684,1,Norte,5933,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
18,2,Grande Região,2,%,1.8,1,Norte,5941,"Coeficiente de variação - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
19,2,Grande Região,2,%,-1.5,1,Norte,9142,"Variação percentual em relação ao trimestre anterior - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
20,2,Grande Região,1722,Ponto percentual,-40,1,Norte,9143,"Variação absoluta em relação ao trimestre anterior - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
21,2,Grande Região,1694,Nenhuma,A,1,Norte,9146,"Situação da Variação em relação ao trimestre anterior - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
22,2,Grande Região,2,%,3.2,1,Norte,9147,"Variação percentual em relação ao mesmo trimestre do ano anterior - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
23,2,Grande Região,1722,Ponto percentual,84,1,Norte,9148,"Variação absoluta em relação ao mesmo trimestre do ano anterior - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
24,2,Grande Região,1694,Nenhuma,A,1,Norte,9151,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido em todos os trabalhos",202503,3º trimestre 2025
