,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Grande Região (Código),Brasil e Grande Região,Variável (Código),Variável,Trimestre (Código),Trimestre,Grupo de idade (Código),Grupo de idade
1,1,Brasil,1572,Mil pessoas,6045,1,Brasil,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",202503,3º trimestre 2025,95253,Total
2,1,Brasil,1572,Mil pessoas,367,1,Brasil,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",202503,3º trimestre 2025,114535,14 a 17 anos
3,1,Brasil,1572,Mil pessoas,1797,1,Brasil,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",202503,3º trimestre 2025,100052,18 a 24 anos
4,1,Brasil,1572,Mil pessoas,2092,1,Brasil,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",202503,3º trimestre 2025,108875,25 a 39 anos
5,1,Brasil,1572,Mil pessoas,1545,1,Brasil,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",202503,3º trimestre 2025,99127,40 a 59 anos
6,1,Brasil,1572,Mil pessoas,244,1,Brasil,4092,"Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",202503,3º trimestre 2025,3302,60 anos ou mais
7,1,Brasil,2,%,1.5,1,Brasil,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",202503,3º trimestre 2025,95253,Total
8,1,Brasil,2,%,5.1,1,Brasil,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",202503,3º trimestre 2025,114535,14 a 17 anos
9,1,Brasil,2,%,2.3,1,Brasil,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",202503,3º trimestre 2025,100052,18 a 24 anos
10,1,Brasil,2,%,2.4,1,Brasil,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",202503,3º trimestre 2025,108875,25 a 39 anos
11,1,Brasil,2,%,2.4,1,Brasil,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",202503,3º trimestre 2025,99127,40 a 59 anos
12,1,Brasil,2,%,6.3,1,Brasil,4093,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",202503,3º trimestre 2025,3302,60 anos ou mais
13,1,Brasil,2,%,100.0,1,Brasil,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",202503,3º trimestre 2025,95253,Total
14,1,Brasil,2,%,6.1,1,Brasil,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",202503,3º trimestre 2025,114535,14 a 17 anos
15,1,Brasil,2,%,29.7,1,Brasil,4110,"Distribuição percentual das pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",202503,3º trimestre 2025,100052,18 a 24 anos
