,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Grande Região (Código),Brasil e Grande Região,Variável (Código),Variável,Trimestre (Código),Trimestre
1,1,Brasil,2,%,37.8,1,Brasil,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025
2,1,Brasil,2,%,0.5,1,Brasil,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025
3,1,Brasil,2,%,0.0,1,Brasil,12517,"Variação em relação ao trimestre anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
4,1,Brasil,1694,Nenhuma,A,1,Brasil,12518,"Situação da Variação em relação ao trimestre anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
5,1,Brasil,2,%,-1.0,1,Brasil,12519,"Variação em relação ao mesmo trimestre do ano anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
6,1,Brasil,1694,Nenhuma,Z,1,Brasil,12520,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
7,2,Grande Região,2,%,51.4,1,Norte,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025
8,2,Grande Região,2,%,1.0,1,Norte,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025
9,2,Grande Região,2,%,-0.1,1,Norte,12517,"Variação em relação ao trimestre anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
10,2,Grande Região,1694,Nenhuma,A,1,Norte,12518,"Situação da Variação em relação ao trimestre anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
11,2,Grande Região,2,%,-1.4,1,Norte,12519,"Variação em relação ao mesmo trimestre do ano anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
12,2,Grande Região,1694,Nenhuma,Z,1,Norte,12520,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
13,2,Grande Região,2,%,50.3,2,Nordeste,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025
14,2,Grande Região,2,%,0.7,2,Nordeste,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025
15,2,Grande Região,2,%,0.0,2,Nordeste,12517,"Variação em relação ao trimestre anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
16,2,Grande Região,1694,Nenhuma,A,2,Nordeste,12518,"Situação da Variação em relação ao trimestre anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
17,2,Grande Região,2,%,-1.1,2,Nordeste,12519,"Variação em relação ao mesmo trimestre do ano anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
18,2,Grande Região,1694,Nenhuma,Z,2,Nordeste,12520,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
19,2,Grande Região,2,%,33.1,3,Sudeste,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025
20,2,Grande Região,2,%,1.0,3,Sudeste,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025
21,2,Grande Região,2,%,0.2,3,Sudeste,12517,"Variação em relação ao trimestre anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
22,2,Grande Região,1694,Nenhuma,A,3,Sudeste,12518,"Situação da Variação em relação ao trimestre anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
23,2,Grande Região,2,%,-0.6,3,Sudeste,12519,"Variação em relação ao mesmo trimestre do ano anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
24,2,Grande Região,1694,Nenhuma,A,3,Sudeste,12520,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
25,2,Grande Região,2,%,29.3,4,Sul,12466,Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025
26,2,Grande Região,2,%,1.1,4,Sul,12467,Coeficiente de variação - Taxa de informalidade das pessoas de 14 anos ou mais de idade ocupadas na semana de referência,202503,3º trimestre 2025
27,2,Grande Região,2,%,-0.4,4,Sul,12517,"Variação em relação ao trimestre anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
28,2,Grande Região,1694,Nenhuma,A,4,Sul,12518,"Situação da Variação em relação ao trimestre anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
29,2,Grande Região,2,%,-1.5,4,Sul,12519,"Variação em relação ao mesmo trimestre do ano anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
30,2,Grande Região,1694,Nenhuma,Z,4,Sul,12520,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa de informalidade das pessoas de 14 anos ou mais de idade, ocupadas na semana de referência",202503,3º trimestre 2025
