,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil e Grande Região (Código),Brasil e Grande Região,Variável (Código),Variável,Trimestre (Código),Trimestre
1,1,Brasil,2,%,4.4,1,Brasil,9819,"Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
2,1,Brasil,2,%,1.7,1,Brasil,9820,"Coeficiente de variação - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
3,1,Brasil,1722,Ponto percentual,-0.1,1,Brasil,9879,"Variação em relação ao trimestre anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
4,1,Brasil,1694,Nenhuma,A,1,Brasil,9882,"Situação da Variação em relação ao trimestre anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
5,1,Brasil,1722,Ponto percentual,-0.6,1,Brasil,9883,"Variação em relação ao mesmo trimestre do ano anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
6,1,Brasil,1694,Nenhuma,Z,1,Brasil,9886,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
7,2,Grande Região,2,%,5.1,1,Norte,9819,"Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
8,2,Grande Região,2,%,5.2,1,Norte,9820,"Coeficiente de variação - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
9,2,Grande Região,1722,Ponto percentual,0.0,1,Norte,9879,"Variação em relação ao trimestre anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
10,2,Grande Região,1694,Nenhuma,A,1,Norte,9882,"Situação da Variação em relação ao trimestre anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
11,2,Grande Região,1722,Ponto percentual,-0.3,1,Norte,9883,"Variação em relação ao mesmo trimestre do ano anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
12,2,Grande Região,1694,Nenhuma,A,1,Norte,9886,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
13,2,Grande Região,2,%,8.7,2,Nordeste,9819,"Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
14,2,Grande Região,2,%,2.4,2,Nordeste,9820,"Coeficiente de variação - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
15,2,Grande Região,1722,Ponto percentual,-0.4,2,Nordeste,9879,"Variação em relação ao trimestre anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
16,2,Grande Região,1694,Nenhuma,A,2,Nordeste,9882,"Situação da Variação em relação ao trimestre anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
17,2,Grande Região,1722,Ponto percentual,-0.9,2,Nordeste,9883,"Variação em relação ao mesmo trimestre do ano anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
18,2,Grande Região,1694,Nenhuma,Z,2,Nordeste,9886,"Situação da Variação em relação ao mesmo trimestre do ano anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
19,2,Grande Região,2,%,3.3,3,Sudeste,9819,"Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
20,2,Grande Região,2,%,3.1,3,Sudeste,9820,"Coeficiente de variação - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
21,2,Grande Região,1722,Ponto percentual,0.1,3,Sudeste,9879,"Variação em relação ao trimestre anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
22,2,Grande Região,1694,Nenhuma,A,3,Sudeste,9882,"Situação da Variação em relação ao trimestre anterior - Taxa de subocupação por insuficiência de horas trabalhadas, na semana de referência, das pessoas de 14 anos ou mais de idade",202503,3º trimestre 2025
