,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Brasil (Código),Brasil,Variável (Código),Variável,Trimestre Móvel (Código),Trimestre Móvel,Situação de informalidade (Código),Situação de informalidade
1,1,Brasil,1572,Mil pessoas,87713,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201203,jan-fev-mar 2012,57302,Total
2,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201203,jan-fev-mar 2012,57303,Informais
3,1,Brasil,1572,Mil pessoas,88535,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201204,fev-mar-abr 2012,57302,Total
4,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201204,fev-mar-abr 2012,57303,Informais
5,1,Brasil,1572,Mil pessoas,89059,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201205,mar-abr-mai 2012,57302,Total
6,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201205,mar-abr-mai 2012,57303,Informais
7,1,Brasil,1572,Mil pessoas,89318,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201206,abr-mai-jun 2012,57302,Total
8,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201206,abr-mai-jun 2012,57303,Informais
9,1,Brasil,1572,Mil pessoas,89445,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201207,mai-jun-jul 2012,57302,Total
10,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201207,mai-jun-jul 2012,57303,Informais
11,1,Brasil,1572,Mil pessoas,89732,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201208,jun-jul-ago 2012,57302,Total
12,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201208,jun-jul-ago 2012,57303,Informais
13,1,Brasil,1572,Mil pessoas,89958,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201209,jul-ago-set 2012,57302,Total
14,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201209,jul-ago-set 2012,57303,Informais
15,1,Brasil,1572,Mil pessoas,90099,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201210,ago-set-out 2012,57302,Total
16,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201210,ago-set-out 2012,57303,Informais
17,1,Brasil,1572,Mil pessoas,90178,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201211,set-out-nov 2012,57302,Total
18,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201211,set-out-nov 2012,57303,Informais
19,1,Brasil,1572,Mil pessoas,90209,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201212,out-nov-dez 2012,57302,Total
20,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201212,out-nov-dez 2012,57303,Informais
21,1,Brasil,1572,Mil pessoas,89898,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201301,nov-dez-jan 2013,57302,Total
22,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201301,nov-dez-jan 2013,57303,Informais
23,1,Brasil,1572,Mil pessoas,89513,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201302,dez-jan-fev 2013,57302,Total
24,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201302,dez-jan-fev 2013,57303,Informais
25,1,Brasil,1572,Mil pessoas,89298,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201303,jan-fev-mar 2013,57302,Total
26,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201303,jan-fev-mar 2013,57303,Informais
27,1,Brasil,1572,Mil pessoas,89682,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201304,fev-mar-abr 2013,57302,Total
28,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201304,fev-mar-abr 2013,57303,Informais
29,1,Brasil,1572,Mil pessoas,90128,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201305,mar-abr-mai 2013,57302,Total
30,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201305,mar-abr-mai 2013,57303,Informais
31,1,Brasil,1572,Mil pessoas,90419,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201306,abr-mai-jun 2013,57302,Total
32,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201306,abr-mai-jun 2013,57303,Informais
33,1,Brasil,1572,Mil pessoas,90663,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201307,mai-jun-jul 2013,57302,Total
34,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201307,mai-jun-jul 2013,57303,Informais
35,1,Brasil,1572,Mil pessoas,90782,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201308,jun-jul-ago 2013,57302,Total
36,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201308,jun-jul-ago 2013,57303,Informais
37,1,Brasil,1572,Mil pessoas,90982,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201309,jul-ago-set 2013,57302,Total
38,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201309,jul-ago-set 2013,57303,Informais
39,1,Brasil,1572,Mil pessoas,91139,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201310,ago-set-out 2013,57302,Total
40,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201310,ago-set-out 2013,57303,Informais
41,1,Brasil,1572,Mil pessoas,91521,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201311,set-out-nov 2013,57302,Total
42,1,Brasil,1572,Mil pessoas,-,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201311,set-out-nov 2013,57303,Informais
43,1,Brasil,1572,Mil pessoas,91683,1,Brasil,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência,201312,out-nov-dez 2013,57302,Total
